,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location,city_name,object,country,UserPlase_longitude,UserPlase_latitude,UserPlase_sub_longitude,UserPlase_sub_latitude,code_nation,Tokyo_code,Tokyo_estimete_code,Geo_Flag_multi
4029,4029,4029,549687,1127,おはようございます@JR荻窪駅in杉並区東京都https://t.co/9xkliMwINl,2022-07-17_05:42:05,0.0,0.0,4.0,0,faab662cb34cf04f,1174663090337509376,Kumampet_main,1044.0,91036,ラブライブ！シリーズに狂ってた痛単車乗り / ギャンブルもしてないのに無限に金欠💸💸💸,,東京 杉並区,city,日本,139.585064,35.665879,139.667527,35.730446,5339,533934,533934,2
4069,4069,4069,324121,1015,I'matTokyoStationin千代田区東京都https://t.co/LK0qKEgqmA,2022-07-10_13:56:04,0.0,0.0,0.0,0,28b9063fdce43645,115675737,Magistol,1957.0,161297,,東京都渋谷区 ← 青森県,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
4177,4177,4177,491872,951,I'mat半蔵門線大手町駅-in千代田区東京都https://t.co/vn8Zo6eeOM,2022-07-15_12:54:52,0.0,0.0,0.0,0,28b9063fdce43645,1455005576518193155,ngzksari_nogi,232.0,8289,FFさんいつも感謝しております。最強です。たまに旅実況やります。推し→ #山下美月 #秋元真夏 #田村真佑 #向井葉月 #松尾美佑 最新タグはリンクor固定ツイから▼タグの更新は月2回自発は固定ツイへ次の参戦→未定,秋元真夏県,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
4210,4210,4210,602989,1442,I'mat三軒茶屋駅in世田谷区東京都https://t.co/z0EgZy8kI1,2022-07-18_19:54:24,0.0,0.0,0.0,0,1b0cfebe3424e14f,10473972,pugiemonn,11846.0,84590,吉澤修 スマホアプリ工場9時-5時勤務プログラマを卒業し独立系スタートアップに貢献 / 子持ちのスタートアップ取締役 / ウェブマーケティング、ウェブ開発 仕事の依頼→https://t.co/qb3dZHMrRi,,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533934,2
4264,4264,4264,785404,266,I'mat駅弁屋祭in千代田区東京都https://t.co/X4HRH8IxyT,2022-07-24_05:56:39,0.0,0.0,0.0,0,28b9063fdce43645,19716467,Evangelization,798.0,150181,弓木奈於 / 山口陽世 / 増本綺良 / Machico / YOASOBI が好きで、ロードバイクに乗ったり、デブ活したり、旅行したり、銭湯巡りをしたり、御朱印を集めたり、ライブ / イベント に参加したりしてます。,千葉,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
4368,4368,4368,357679,544,I'mat錦鯉が泳ぐ池in千代田区東京都https://t.co/yxuZTmMaOn,2022-07-11_13:56:04,0.0,0.0,0.0,0,28b9063fdce43645,92972117,tetsuya1010,90.0,25499,千代田区に産まれ幼稚園から中学校は千代田区立、高校は都立、大学は三田。2013年に勤めを辞め現在は地域のボランティアなど。1598年から神田橋に住む江戸っ子16代目、出稼ぎさんと江戸っ子を自称する東京っ子が大嫌い。出没地域は大手町丸の内日比谷など徒歩圏,千代田区神田錦町,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
4434,4434,4434,791696,939,I'mat中央道日野バス停下りin日野市東京都https://t.co/0QpUmxwfaP,2022-07-24_09:55:57,0.0,0.0,0.0,0,5cf616c8f739cb2b,24685285,risyutter,1320.0,285879,ウマ娘/ナナシス/プリコネ/アイマス全般好き。サッカー♦️やら🐎現場にたまに出没します。主にドラクエ10用→@risyu_dq10,トレセン学園多摩寮,東京 日野市,city,日本,139.356993,35.639344,139.441522,35.691719,5339,533932,533932,2
4448,4448,4448,132229,1032,NANAMIZUKI@池袋駅in豊島区東京都https://t.co/DZUL4hRSr2,2022-07-04_21:54:38,0.0,0.0,1.0,0,7efb0fd5276fdda5,5681412,MatsuYan,1071.0,60316,モバイルとかコンピュータみたいな仕事と趣味とともに、休みが来るとカメラを持って電車に飛び乗り、アニメに出てきた舞台に向かってヨーソロしたりする黄色い沿線に生息してるナニカ。日々なにやってんのかはメディア (https://t.co/txWt670knK) を見てもらうのが手っ取り早そう,浦の星情報処理部←武蔵野アニメーション→ 大洗女子学園,東京 豊島区,city,日本,139.677525,35.712228,139.752663,35.745989,5339,533945,533945,2
4502,4502,4502,188889,1089,🚉新宿1352発🚇東京メトロ丸ノ内線池袋行き東京まで#ノア乗車録https://t.co/st4y3mI10j,2022-07-06_13:52:03,0.0,0.0,2.0,0,0fc2956a64541000,244161165,nikonikonoa03,3884.0,310221,大阪府守口市産。大阪府守口市→横浜市港南区→神奈川県茅ヶ崎市→相模原市中央区。別アカウント(機能を分散しています。詳細は別垢とツイフィへ)→@noa12_ https://t.co/GA58gtP3p0 特に好きな都市→仙台市/我孫子市/相模原市/守口市/大阪市/神戸市 よく聴いてる→サザン、SMAP、WUG,KamimizoChuo(Central) WardSagamihara City in Japan.,丸ノ内線 新宿駅 (M08),poi,日本,139.699688,35.692219,139.699688,35.692219,5339,533945,533945,2
4542,4542,4542,132127,922,I'mat日比谷公園-in千代田区東京都w/https://t.co/Dr5xRGOaan,2022-07-04_21:55:11,0.0,0.0,1.0,0,28b9063fdce43645,3823315213,Eqss_,774.0,168792,ブルアカにハマってる / PGOTL50 / MK7 99999+ 引退？ /駅 300+ / ぼにょぽくん / sdvx暴龍天 / i : zykn_,秋葉原,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
4543,4543,4543,780300,924,I'matジープ多摩青梅in青梅市東京都https://t.co/NZEKXiUmeF,2022-07-24_01:41:31,0.0,0.0,0.0,0,e0be6d4a13dfc410,4925142080,ika3tunedbySTI,910.0,75161,このままだと糖尿病になるゾ判定貰ったアラサー🙃GDA→VM4→GT7🚗,青梅市⇔三鷹市,東京 青梅市,city,日本,139.137128,35.754618,139.330395,35.850958,5339,533951,533951,2
4654,4654,4654,384547,454,I'mat品川区シェアサイクルI1-32.ローソン東品川三丁目店in品川区東京都https://t.co/5b0IDyOaQi,2022-07-12_08:56:49,0.0,0.0,0.0,0,4ad3383e25ac98d9,515530852,swordfish6523,687.0,511283,握りやすい形した大吾県（鳥取）から東京に転勤してきただけのただの社畜。変態発言多めで、リアタイ中継してたり、ツイ廃上等主義者。フォロー外のコメントは通知OFFにしてるので気づかない事あります。フォロバは気が向いたらします？胸の谷間か太ももの谷間に住みたいでござる。艦これ鹿屋所属変態提督,鹿屋変態鎮守府,東京 品川区,city,日本,139.695191,35.584544,139.774255,35.641576,5339,533935,533935,2
4706,4706,4706,527451,41,I'mat日本武道館in千代田区東京都https://t.co/GAoYUjgaTo,2022-07-16_14:59:44,0.0,0.0,0.0,0,28b9063fdce43645,2432126263,chukaTama,415.0,229860,海って、世界中どこでも繋がってるからどこの海ってないんだよ！海から、パワーをもらってんだよ👊,株式会社オニナッツ,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
4711,4711,4711,938667,334,船橋よりも弱冠スープの煮干し感、コクが弱かった気がしますが、最近は亀戸比率が多かったので残念です😵オールドクラシックな味で大好きな一杯でした🤞,2022-07-28_18:58:24,0.0,1.0,3.0,0,336251fac4207ae3,404977710,kadochansc,1466.0,16940,ラーメン大好き、博多生まれのアパレル勤務です…因みにハウスミュージック、ブリティッシュロックも大好きです‼️ソフトバンクホークスLOVE❤️,千葉 船橋市,千葉 船橋市,city,日本,139.938893,35.663842,140.089631,35.799541,5339,533937,533937,2
4719,4719,4719,565991,856,・∀・ﾉ@メロンブックス秋葉原1号店-in千代田区東京都w/https://t.co/d3C1xZTXbL,2022-07-17_17:56:44,0.0,0.0,2.0,0,28b9063fdce43645,101396715,jutchie,559.0,47343,じゅっちぃです。　よろしく(＾ω＾)ノ,茨城県結城市,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
4723,4723,4723,731335,1135,I'mat香港麺新記in新宿区東京都https://t.co/pezRy52iRw,2022-07-22_14:51:28,0.0,0.0,0.0,0,7ee61f505fdfdf5c,929262872,_sunabar,762.0,20628,https://t.co/nVNHaqhaOa 北半球一ユルい日本酒スナック🍶 ※唎酒コースは予約推奨📲 令和四年末で丸10年🎉 カウンター4席 テーブル3卓(4席4席2席) 車力門通路面,新宿区荒木町6番地車力門通り1階,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
4728,4728,4728,696310,1404,I'mat新宿三丁目駅in新宿区東京都https://t.co/dwWgb2esWX,2022-07-21_13:49:26,0.0,0.0,0.0,0,7ee61f505fdfdf5c,116953009,2moonchild2,318.0,149958,日々の記録。クラクイ(20160814開始、YUK→ACY→ACE→foo→TTR  2022.01.10引退)、ポケgo(20170321)、DQウォーク(20190912),愛知ケーンから埼玉ケーン,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
4748,4748,4748,304624,1216,22年7月1日撮影。🌻#川越#川越八幡宮#kawagoehachimangu#神社#花手水#川越花手水#hanachouzumap#hanachouzu#小江戸川越#思い出川越#川越散策#これも川越#ミセタイ川越コレクション#ひまわり場所:川越八幡宮https://t.co/cmnuTMrjdv,2022-07-09_23:51:23,0.0,0.0,0.0,0,e60fb4e164191d47,1030437901970984960,KSabaneko,752.0,8278,写真を撮るのが、趣味です。,,埼玉 川越市,city,日本,139.377327,35.837625,139.558211,35.962246,5339,533963,533963,3
4794,4794,4794,91453,1224,16：5326K各駅停車「元町・中華街」5171F@東急東横線中目黒駅in目黒区東京都https://t.co/6HDev948BM,2022-07-03_16:54:51,0.0,0.0,0.0,0,451617631d24d98c,1083185953806544896,onochan107sp,2535.0,211420,🌟モーニング娘。22で10期石田亜佑美🍉と13期横山玲奈🐶の大ファン！🌟ハロプロ最新情報、速報、ヘッドラインニュース、関連など随時更新します。関東近郊（南関東限定）をツアー参戦、鉄道（時刻表）が大好きです🚞NEXT 🌟 無期限活動休止・終息後、現場再開予定🧸💤,神奈川県 川崎市 中原区,東京 目黒区,city,日本,139.661641,35.600599,139.717749,35.664149,5339,533935,533935,3
4825,4825,4825,956440,1025,I'mat渋谷DAIAin渋谷区東京都https://t.co/XprjtPmywb,2022-07-29_06:52:22,0.0,0.0,0.0,0,f7c22e0cf7b3af2b,1434977274,sukeeeee1218,216.0,69626,,ぱんぴーです,東京 渋谷区,city,日本,139.661368,35.641564,139.723884,35.692138,5339,533935,533935,2
4828,4828,4828,343354,402,谷和原インター墜落🚚💨茨城県守谷市にお邪魔してます🌜朝まで待機💤,2022-07-11_03:42:56,0.0,0.0,0.0,0,6439e221c8eaddaa,3240500418,naohirokundesu,1172.0,1350,コーギー大好き！嫁さんと初代コーギー、テツと３人で暮らしておりましたが、2度のヘルニア、リンパ腫で天国へ旅立ってしまいました・・・悲しすぎてもうワンちゃんはムリ、と思っていましたがそらちゃん（二代目コーギー）と出会い、また３人で暮らしております。Twitter初心者ですがよろしくお願いします。,三重県　亀山市,茨城 守谷市,city,日本,139.931565,35.909236,140.022473,35.978459,5339,533967,533967,2
4834,4834,4834,707675,1454,超久しぶりに。@cafe&amp;barRojiin杉並区東京都https://t.co/nsbvhLxs9K,2022-07-21_21:53:07,0.0,0.0,0.0,0,faab662cb34cf04f,103272976,aki_6969,839.0,19140,1982年9月、山口県宇部市在住。Radio Personality ＆ Director + スケダチBoss。イベントや人事周りの仕事もたまに。企てを画くのが主なお仕事です。音楽は雑食、ゆるりと呟きます。前向きで楽しく、そして謙虚に。ワイバンを愛している魚民です。,Yamaguchi⇄Osaka  Japan,東京 杉並区,city,日本,139.585064,35.665879,139.667527,35.730446,5339,533934,533934,2
4855,4855,4855,662109,987,とりま東川口へ🚗💨＜ｳｯﾋｮｵｵｵｱｱｱ!!!@川口市in埼玉県https://t.co/GcqhzVBmeK,2022-07-20_13:53:04,0.0,0.0,2.0,0,4fc060f8061bb535,511919461,kurose_kaholove,387.0,52237,あいしてる宣言💜あいしてる人は かほ💜だけ2月13日から始まった俺達の物語は永遠に続くけど、また色々あるから支え合って行こうね💜かほ💜 あいしてる💜😈🖤永遠に あいしてる貫き通す‼️‼️https://t.co/NmgnVxSL15,埼玉 川口市,埼玉 川口市,city,日本,139.675224,35.780198,139.788259,35.887263,5339,533955,533955,2
4906,4906,4906,767071,324,I'mat立川駅in立川市東京都https://t.co/YXaLfOIOzS,2022-07-23_16:58:30,0.0,0.0,0.0,0,e9d13ad4ff9f02c1,117694721,suiiiika,535.0,28923,府中FUCHU,,東京 立川市,city,日本,139.352224,35.683008,139.446091,35.745344,5339,533942,533942,2
4987,4987,4987,544230,1412,I'mat中野坂上交差点in中野区東京都https://t.co/itIxxnjhNU,2022-07-17_01:28:52,0.0,0.0,0.0,0,a35b6b4421e1a506,795998589579182080,0516taku_46,252.0,31359,渡辺梨加さん。95。推しの卒業ライブの配信すら観られなかった上に最終追加ミーグリすら当たらなかった日本武道館から10km圏に住んでる人。パン屋も落ちました。第2弾は当選させて下さい。(趣味が無くなりました),茨城→東京→茨城→群馬→茨城→東京,東京 中野区,city,日本,139.624224,35.676575,139.694277,35.735556,5339,533944,533944,2
5031,5031,5031,203485,74,I'matEXPASA海老名下り-in海老名市神奈川県https://t.co/WHCZutbJtJ,2022-07-07_00:58:48,0.0,0.0,0.0,0,411f0aa7fce9a8fc,1274196420,tuso803,381.0,104099,「終わらない恋をしたんだ みんな」/💫☃️… / ウマ娘・シャニマス・アークナイツ / アニメと楽曲と声優と振りのオタク #良い曲判定委員会,WARABBIT HOUSE,神奈 海老名市,city,日本,139.368722,35.399985,139.436492,35.477447,5339,533902,533902,2
5040,5040,5040,282536,1341,20分くらい早く着いた@丸ノ内鍛冶橋駐車場in千代田区東京都https://t.co/5hGIYXYMN7,2022-07-09_07:51:20,0.0,0.0,0.0,0,735b6f2b933efaf6,196497862,Massliebchen_15,4703.0,259727,野球(巨人)／ウマ娘(スーパークリーク、キタサンブラック)／ラブライブ！(μ's︰ことり、Aqours︰梨子、虹ヶ咲：しずく、Liella!︰唐可可・夏美)／内田彩／Liyuu／fripSide／水樹奈々／逢田梨香子／高槻かなこ,大阪,東京 中央区,city,日本,139.758528,35.644646,139.793196,35.69663,5339,533936,533936,2
5052,5052,5052,159554,22,I'matセブンイレブンつくば上大島店-inつくば市茨城県https://t.co/Fx8CjRDmxw,2022-07-05_17:59:48,0.0,0.0,0.0,0,24f07b6d792fa678,836474742613782528,JRed0302,1188.0,59955,イベントに行った記録は積極的に投稿します！また、色々な番組の写メや出かけたときの記録写真もアップしています！また、色々なアニメやゲームのキャラクターのイラストの投稿もよくRTします！鉄道の他にも、アニメ、ゲーム、グルメが好き。よろしければフォローよろしくお願いします！,,茨城 つくば市,city,日本,139.995787,35.947444,140.173305,36.236812,5339,533977,533977,2
5059,5059,5059,7367,246,にっぽりっか@日暮里駅in荒川区東京都https://t.co/1HjusB78IH,2022-07-01_05:56:10,0.0,0.0,0.0,0,f05d4b0cfac65c65,232513672,linkwaterst,572.0,86348,,,東京 荒川区,city,日本,139.749428,35.724769,139.814673,35.754824,5339,533945,533945,2
5087,5087,5087,395079,1301,I'mat平町一丁目交差点in目黒区東京都https://t.co/DjU1S3TE36,2022-07-12_15:49:55,0.0,0.0,0.0,0,451617631d24d98c,281517868,hagum_hagum,576.0,244189,スノボ歯科衛生士★上海広州北京ソウル台湾香港マカオダナンホーチミンハノイタイマレーシアシンガポールビンタン島バリグアムハワイサンフランシスコロスラスベガスサンディェゴメキシコドバイオーストラリアミャンマーインドカンボジアロシアイタリアトルコフランスロンドンアブダビカタールスリランカラオスエジプトNZネパール,　　TKY@AKBN,東京 目黒区,city,日本,139.661641,35.600599,139.717749,35.664149,5339,533935,533935,3
5090,5090,5090,892038,1306,I'mat三角広場in新宿区東京都https://t.co/25hcWJH9tl,2022-07-27_08:50:07,0.0,0.0,0.0,0,7ee61f505fdfdf5c,5584622,vlvt5r,548.0,69804,津々浦々,,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
5228,5228,5228,287512,697,I'mat平砂学生宿舎前バス停inつくば市茨城県https://t.co/DVdecdPtFG,2022-07-09_11:57:08,0.0,0.0,1.0,0,24f07b6d792fa678,3251659988,crow31415,599.0,91219,ITF. coins20 (3編/22入学) 珈琲･俺 / wordian / 全代会情報部門長 / 情報科学類クラ代ネットワークスペシャリスト / よわよわインフラエンジニア干し芋のリスト: https://t.co/y7b2aUjbKI,ITF. coins20,茨城 つくば市,city,日本,139.995787,35.947444,140.173305,36.236812,5339,533977,533977,2
5238,5238,5238,862940,506,メガBuzzり🔥#歌舞伎町#トー横#トー横界隈#トー横キッズ#マイキー様降臨#ケッケッケ#佐野万次郎#新宿#東京#東京卍リベンジャーズ#クライナー缶🔥https://t.co/vVeDslSa3k,2022-07-26_12:57:27,0.0,0.0,0.0,0,0fc2d3e0e3d46000,1360191938670989317,sanpok2020,672.0,10184,♥クリエイター:★処女作「Fox eyes〜鬼の棲む街〜」★新設YouTubeを作りました！→https://t.co/O0VlV0BCza★TikToker:mori.koji (母姓:森)★東卍の佐野万次郎のモデルになった歌舞伎町あがりの阿波男子です。🍀芸能界のオファーはDMにお願いします。,,TOHOシネマズ 新宿 (TOHO CINEMAS Shinjuku),poi,日本,139.70201785260488,35.69485639361873,139.70201785260488,35.69485639361873,5339,533945,533945,2
5246,5246,5246,360672,778,写真の品々合計税込み270円ぶんをペイペイ支払いで購入し楽天スーパーポイントを加算した。赤羽15時55分発高崎線前橋行きに乗る@ファミリーマート赤羽駅西口店-in北区東京都https://t.co/GzLx4meL6q,2022-07-11_15:53:49,0.0,0.0,0.0,0,03060ba847e52dcd,1046391687197544448,edaroh_colony,100.0,32791,「コロニーな生活」「駅奪取」「セブン-イレブンアプリ」「Swarm」など位置記録が残るアプリや寺社めぐりをメインにした「枝郎(@edaroh)」の分館です。鉄道模型関係もこちらにて。,,東京 北区,city,日本,139.689097,35.731709,139.77079,35.798671,5339,533945,533945,2
5251,5251,5251,42120,1018,I'mat日野市立病院in日野市東京都https://t.co/qoKF60Blxj,2022-07-02_05:46:46,0.0,0.0,0.0,0,5cf616c8f739cb2b,1018377776187887621,edge19870120,1153.0,46586,sj5フォレスターD型Sリミテッドに乗ってました。フォレスターアドバンスSKE.A型に乗り換えました。 諸事情でフォレスターアドバンスSKE.A型からフォレスタープレミアムSK9.A型に乗り換えになりました。よろしくお願いします,,東京 日野市,city,日本,139.356993,35.639344,139.441522,35.691719,5339,533932,533932,2
5359,5359,5359,197172,968,夜８時前に行ってきました、期日前投票。東京都選挙区は、山添拓共産国会質問がピカイチ・シャープ。野党に必要な人。比例代表は、有田芳生立憲拉致問題、反差別、沖縄。戦略的投票のつもりです。つまり、ふたりとも国会に残って欲しい大事な人。https://t.co/NOdxypygiY,2022-07-06_19:55:59,0.0,0.0,7.0,0,faab662cb34cf04f,62684041,nonomurax,4675.0,252551,pod healer false flag operations,東京都杉並区,東京 杉並区,city,日本,139.585064,35.665879,139.667527,35.730446,5339,533934,533934,2
5471,5471,5471,326386,493,I'matJR東京駅-in千代田区東京都https://t.co/p1wIRX8mtj,2022-07-10_15:58:14,0.0,0.0,0.0,0,28b9063fdce43645,1030068985717374976,MANJI_JPN,239.0,42923,🌈☺@aguri_onishi /🧪@hakuikoyori /🏇 /⚾️@chibalotte Marines is You!!,,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
5492,5492,5492,704601,1247,I'matWhitecastlein豊島区東京都https://t.co/RjljTwPFLi,2022-07-21_19:54:27,0.0,0.0,1.0,0,7efb0fd5276fdda5,858957127410270208,634no_washi,380.0,43634,11月中旬北陸、12月中旬西日本旅行,,東京 豊島区,city,日本,139.677525,35.712228,139.752663,35.745989,5339,533945,533945,2
5546,5546,5546,619101,367,I'matJR東京駅-in千代田区東京都https://t.co/hvTyJE0KGX,2022-07-19_07:57:40,0.0,0.0,0.0,0,28b9063fdce43645,103517258,k4zet0,825.0,477842,ナナヲアカリ応援隊長のひとです 楽器を弾いたり動画を作ったりします 最近はミラジーノオタク #ナナヲアカリ老人会,イマジナリー上越市,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
5554,5554,5554,281218,1452,日本橋三越新館地下二階にて、福井市納涼フェア！10日まで販売応援に来ております。生むぎ茶をはじめ、金福すいかや越のルビーなど福井のおいしいものがたくさん。おいでください！#福井市#納涼フェア#生むぎ茶https://t.co/i5cmadyNQN,2022-07-09_06:47:59,3.0,0.0,10.0,0,735b6f2b933efaf6,182696629,oomugimama,1234.0,5027,日本一生産されている福井の六条大麦 。大麦の商品を展開しています。地産地消、大麦を皆さんに知って食べてもらうべく商品開発、販路拡大に頑張っています。『おおむぎママの麦ストロー®』でSDGsに取組んでいます。2022年4月新社屋が完成しました。 #大麦 #福井 #麦 #麦ストロー #SDGs ＃ふぞろいの麦ストロー,福井県福井市殿下町46-4-1,東京 中央区,city,日本,139.758528,35.644646,139.793196,35.69663,5339,533936,533936,3
5640,5640,5640,4902,617,I'mat大橋JCTin目黒区東京都https://t.co/DFm84E67Uo,2022-07-01_03:33:50,0.0,0.0,0.0,0,451617631d24d98c,251632488,nagoyanP,1442.0,526565,トラック乗り 告民 なごやのひとじゃないぎふのひと 2019/9/20~ VAG-Dと2021/8/15〜 NINJA ZX-6R,,東京 目黒区,city,日本,139.661641,35.600599,139.717749,35.664149,5339,533935,533935,2
5680,5680,5680,613671,587,日本人も韓国の消費税払いますけどｗｗｗｗｗｗなんで日本人は韓国で生活保護受けれないんですか？笑,2022-07-19_03:30:31,0.0,0.0,0.0,0,7ee61f505fdfdf5c,814761708262543360,UberXAkiHera,9147.0,317217,【Sharing🐸Goodwill】UberGuild株式会社🍇（法人番号：1011101094516） UberONIONギグワーク事業主等団体組合🧅@UEonion 関西支部🐙@UberXTakoyaki #ウーバーイーツは無関係 つのだ☆ひろも無関係,東京都新宿区西新宿3-15-5,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
5690,5690,5690,395948,746,夜はホモ・サピエンス専門の動物園になるらしいです。@高田馬場駅in新宿区東京都https://t.co/rd0w8AcsMx,2022-07-12_16:54:32,0.0,0.0,2.0,0,7ee61f505fdfdf5c,1211634290150137858,PALLAGEEEM,881.0,68301,ちいさくてかわいいです。フ！,ブログをやっています。,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
5825,5825,5825,452057,412,I'mat調布市in東京都https://t.co/OqgiGAf70z,2022-07-14_08:56:35,0.0,0.0,0.0,0,8ffa995231a47059,48234494,kamimura0118,217.0,26299,アマチュア野球やラグビー、サッカーが大好きな37歳男盛り、若き血に燃ゆるもの📞😸👈😸,さいたま市,東京 調布市,city,日本,139.516831,35.632839,139.593283,35.688169,5339,533934,533934,2
5899,5899,5899,1021914,710,I'mat大井町駅in品川区東京都https://t.co/dpzP12KwTU,2022-07-31_05:50:18,0.0,0.0,0.0,0,4ad3383e25ac98d9,2373993547,toyossan_ngt315,286.0,107804,旅と電車とアイドルが好きな人。NGT48/十人十色/にゃーにゃーコンビ 日下部愛菜💃(@aina_k_26)と清司麗菜🎤(@official_seiji)推し。,新潟,東京 品川区,city,日本,139.695191,35.584544,139.774255,35.641576,5339,533935,533935,2
5908,5908,5908,244781,563,あ@第2ターミナルin大田区東京都https://t.co/BbWsl0h7xu,2022-07-08_05:50:34,0.0,0.0,0.0,0,1df8c91136c4c140,2342172613,5063_f,330.0,105977,That day it is your voice that gave me the strength to believe... For November 19th @hinata__ba @hinapeace_ag @manatsu_hina ── I love you because you are you.,AiRBLUE,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533925,2
6001,6001,6001,572482,431,てっこの新居祝い飲み🍻@三代目鳥メロJR両国駅前店in墨田区東京都https://t.co/SOR93uJpkr,2022-07-17_22:57:35,0.0,0.0,0.0,0,27b43920b8b63188,156370946,naopopopopo_o_n,652.0,42748,田口愛佳,瞳の真ん中,東京 墨田区,city,日本,139.788729,35.686697,139.842361,35.743565,5339,533946,533946,2
6068,6068,6068,560150,468,ペンコレ!で冷たい飲料持ち歩き用のタンブラー＆ストローセットを出してもらえませんかのぅ、スタバでも使えるようなやつでわがまま@RAILYARDinさいたま市埼玉県https://t.co/D3otRi52O9,2022-07-17_13:58:05,0.0,0.0,0.0,0,c71f3a7498fe95d7,18505249,cyberkiz,517.0,61343,好きなことは今すぐに! そうじゃないことは先延ばし、そんな日々,,埼玉 さいたま市 大宮区,city,日本,139.601700000837,35.8860189977956,139.656313003758,35.9233580023546,5339,533964,533964,2
6116,6116,6116,57292,842,I'matIKEARestaurant&amp;Cafein立川市東京都w/https://t.co/SSsBqaFctm,2022-07-02_16:56:54,0.0,0.0,0.0,0,e9d13ad4ff9f02c1,780727620950339584,rokoucha,257.0,16471,Otaku that scales Professional hypersleeper.,Setagaya Tokyo,東京 立川市,city,日本,139.352224,35.683008,139.446091,35.745344,5339,533942,533942,2
6156,6156,6156,1030919,1362,I'mat5-6番線ホームin東村山市東京都https://t.co/JZu5DBwJOn,2022-07-31_11:54:49,0.0,0.0,0.0,0,b3b52bda7ae86b07,1187318063185580032,hanno_ikebukuro,266.0,24865,お口わるわる,,東京 東村山市,city,日本,139.439938,35.73436,139.504725,35.781487,5339,533943,533943,2
6184,6184,6184,725788,1064,30分ほど充電休暇。@会議棟地下駐車場in江東区東京都https://t.co/QP1Smf5di1,2022-07-22_10:52:27,0.0,0.0,0.0,0,4c1c4868f96634ed,106999203,ojyarinko,165.0,32914,神経質なバツイチ男。25年の慢性めまい（現在進行形）からめまい恐怖症→パニック障害へ完全移行。休職を余儀なくされ、半年のリワークプログラムを経て2012/3より復職しました。復職して10年、完治は目指さず上手く共存中。最近電気自動車のアリアを購入。EVライフを楽しみたいと思ってます。,埼玉県,東京 江東区,city,日本,139.771307,35.582057,139.849007,35.708066,5339,533926,533926,2
6196,6196,6196,287254,413,I'mat一ノ橋JCTin港区東京都https://t.co/M872WyVLh9,2022-07-09_11:58:22,0.0,0.0,0.0,0,594fa6c6bc5b5ba9,1948804807,tetsukumae233,970.0,277946,ﾃﾂｸﾏ/こはしどちら呼びでも構いません 平日は低浮上です※ﾂｲｰﾄに ﾜｶﾊﾞﾁｬﾝｺｺ:(住所表示) と出ている時は車か新幹線などで移動中です,246,東京 港区,city,日本,139.708754,35.622973,139.782004,35.682605,5339,533935,533935,2
6284,6284,6284,910201,1266,I'mat池袋駅in豊島区東京都https://t.co/O3Rpk6xvLz,2022-07-27_21:53:55,0.0,0.0,0.0,0,7efb0fd5276fdda5,799230146762797057,askk1247,1285.0,172131,燃える男の燃えミッフィー,,東京 豊島区,city,日本,139.677525,35.712228,139.752663,35.745989,5339,533945,533945,2
6303,6303,6303,831231,1351,4時間半くらいかけて帰るか@株テトラコールドサービス城南島in大田区東京都https://t.co/WRFbKX9R1k,2022-07-25_13:49:55,0.0,0.0,1.0,0,1df8c91136c4c140,2601951932,shigure1341,1342.0,245756,筑洲糸の國,しぐれメモリアルパーク,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533925,2
6308,6308,6308,796699,463,I'mat鯛塩そば灯花ルミネ荻窪店in杉並区東京都https://t.co/kdUvyVVomn,2022-07-24_13:58:04,0.0,0.0,6.0,0,faab662cb34cf04f,61940845,fluorspar,606.0,114937,現実逃避は眠くなる。坂本真綾(IDS!)/Siraph/やなぎなぎ/茶太/bermei.inazawa | M:tG (Modern/etc) | OLYMPUS E-M10 | CX-5,眠気の中,東京 杉並区,city,日本,139.585064,35.665879,139.667527,35.730446,5339,533934,533934,2
