,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location,city_name,object,country,UserPlase_longitude,UserPlase_latitude,UserPlase_sub_longitude,UserPlase_sub_latitude,code_nation,Tokyo_code,Tokyo_estimete_code,Geo_Flag_multi
6143,6143,6143,142599,1440,そもそも自国で戦争したことのない国米国が日本のために核を使うなんてことは有り得ない。もし使ったら日本だけでなく自国にも核が飛んで来て戦場と可すのは必至。日本の敵国も核を使わずとも原発にミサイルを撃ち込めばすむこと,2022-07-05_04:09:44,0.0,0.0,0.0,0,1b0cfebe3424e14f,1513438300081557509,kanamori_mitsuo,66.0,1448,,,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533943,4
6197,6197,6197,1018522,140,ドバイで日本文化が流行れば、世界中の富豪が集まるドバイを起点にして日本の素晴らしさが世界に広がる。ガーシー先生はやっぱり国会の吹き溜まりで居眠りするより、ドバイで外交活動しながら日本のアホ権力者を晒しまくって欲しいです。https://t.co/tKOrQFErvb,2022-07-31_03:53:37,1.0,1.0,2.0,0,391c9198c36b053c,1120883810814402560,QOhjiro,120.0,10915,とりあえず登録してみました,,神奈 横浜市 泉区,city,日本,139.474664003434,35.3866109974911,139.531150999715,35.4477109977706,5339,533903,533935,5
6206,6206,6206,670690,1215,東京もヤバいけど沖縄もさらにヤバい💦https://t.co/4ALWrqRmRd,2022-07-20_19:54:25,0.0,1.0,6.0,0,76c498282a5a7997,218702568,yuntac1001,663.0,12977,東京、亀有に住む、メタボな髭おやじです。ナイチャーと沖縄のハーフ（笑）らしいです（笑） リツイートだけの人はブロックします。,東京都 亀有,東京 足立区,city,日本,139.735751,35.738659,139.858685,35.817519,5339,533945,533935,2
6260,6260,6260,997307,1126,『亀石』大和が湖だった頃、対岸の当麻と川原で長い争いが起こり、当麻に湖をとられ湖の亀は全て死んでしまったため、川原の村人が供養のために亀の形を刻んだとも🐢南西を向いているこの亀が西を向いて当麻を睨んだ時、大和盆地は泥沼になると伝えられています。https://t.co/txRJAUVIZf,2022-07-30_11:55:30,1.0,0.0,10.0,0,ed61afd47a8bfd91,715480848498188288,hulaaki,201.0,4673,神社(寺院も)大好き・古代史大好き・戦国武将大好き♡神社検定壱級を取得しております。普段はセラピストとして活動。占いサロン『青琴会』に勤務♪癒しイベント『神人和楽』主催☆祖先は会津蘆名氏(三浦氏)・毛利氏です。仙台市出身(実家は亘理町),神奈 川崎市 幸区,神奈 川崎市 幸区,city,日本,139.655278997832,35.5156369989962,139.707627000028,35.5584629948291,5339,533925,533955,2
6290,6290,6290,736508,727,I'matローソン・スリーエフ青葉みたけ台店-in横浜市神奈川県https://t.co/QRVK1Nj5wT,2022-07-22_18:56:47,0.0,0.0,0.0,0,bfdffb491d839e84,448528374,1_tks,4.0,63341,,,神奈 横浜市 青葉区,city,日本,139.469163997617,35.5246119996656,139.572896995649,35.591350001308,5339,533923,533904,2
6335,6335,6335,795602,758,西湖から富士ヶ嶺に向かう途中で…富士山一周終了。御殿場から東名乗って帰ります。https://t.co/O2PHgdhmmL,2022-07-24_12:57:17,0.0,2.0,56.0,0,07d9db3ba6086003,1301468389513199622,NAdv150,708.0,777,2020/9  ADV150買ったのでバイク用アカウント作りました。50から楽しむバイク生活。鎌倉に近い横浜市民。無言フォロー失礼します。#ADV150#adv150#バイク乗りと繋がりたい#コーギー大好き#釣り#撮り鉄#大学野球#スワローズ,,鮎沢PA (上り),poi,日本,139.0157703603577,35.355908243898,139.0157703603577,35.355908243898,5339,533900,533933,2
6791,6791,6791,109049,463,北朝鮮ビラから感染爆発？接触感染が原因と主張する中国と北朝鮮いつもの中国の常套手段だよな！責任はいつも他国に押し付けて、責任逃れをするという。今度は北朝鮮を巻き込んでの抗議かよ怒ここういう国なんだと改めて感じるよな！！,2022-07-04_05:52:51,0.0,0.0,1.0,0,4fc060f8061bb535,3267819955,mmtokiwa5,12.0,735,東京うまれです,,埼玉 川口市,city,日本,139.675224,35.780198,139.788259,35.887263,5339,533955,533944,5
6896,6896,6896,781852,1031,立川の老舗イタリアンレストランのトスカーナでシェフピラフとやらを注文。チキンライス的なやつ久々に食ったけど旨かったぞい。https://t.co/N8s7o1Nkjm,2022-07-24_02:29:17,0.0,0.0,1.0,0,86315f8740971686,400661223,Thetis_Hachioji,93.0,22703,高校卒業まで宮城県仙台市で育つ。八王子で10年ほど暮らし、現在は多摩センター在住。仙台育英学園高等学校卒→東京工科大学卒野球好きちな鷲🦅 ゲームと野球の呟きが多め。グラブル/FF14(Ramuh⚡)/雀魂🀄,ミストヴィレッジ第1区5番地,東京 八王子市,city,日本,139.161531,35.597798,139.43004,35.718529,5339,533931,533942,2
6930,6930,6930,88663,1197,そもそも、韓国に行かないから関係なかった爆韓国旅行ついに解禁…でも日本人が好きだった明洞はもうない？時事通信https://t.co/H7MVIMxBAi,2022-07-03_14:54:35,0.0,0.0,0.0,0,07d9ec7dd8885003,97185357,tomoaki1972orz,1588.0,283502,1972年生まれの50歳。会津若松市出身、千葉市在住の事務屋。1×0キロ台にまで肥大化して膝痛に悩む巨デヴ。再起に向けてプールに通う日々。,心の故郷はいつも会津若松市,西船橋駅 (Nishi-Funabashi Sta.),poi,日本,139.95917888402832,35.7074588828101,139.95917888402832,35.7074588828101,5339,533947,533935,2
7154,7154,7154,678953,843,天然温泉の露天風呂♨️大分リフレッシュ出来た❗帰り道に美味しい蕎麦屋も見つけたし、楽しみが１つ増えたのです。今年後半、かなり音楽が忙しいので疲れたらちょくちょく行くと思うのだ。とりあえず7月30日の大阪に向けて❗https://t.co/sqEMdBIMxx,2022-07-21_01:37:22,1.0,0.0,20.0,0,a35b6b4421e1a506,772387581602299904,hidetoguitar,878.0,7414,東京在住ギタリスト。THE DEAD P☆P STARS、g_t_s、KANS'N'ROSES等々で活動中です。他にも弾き語り・サポート・セッション等やってますが、本隊以外は基本個人事業主なので御依頼等はDMに直接どうぞ！,東京,東京 中野区,city,日本,139.624224,35.676575,139.694277,35.735556,5339,533944,533945,2
7356,7356,7356,123818,1163,だいぶ滞在していますよねー😳余市は宿泊施設が少ないですから、小樽から通いですかー,2022-07-04_15:51:04,0.0,0.0,0.0,0,f05d4b0cfac65c65,698858405285404672,takakyo_rio,435.0,12593,お洒落なカフェの散策や、パン屋めぐりが大好きな一人旅小僧です。他にもマイル&ポイ活が趣味のマイラー&トラベラー✈️です。2009年ANA PLT&SFC、ヒルトンGOLD&IHGプラチナステータス,,東京 荒川区,city,日本,139.749428,35.724769,139.814673,35.754824,5339,533945,533964,2
7452,7452,7452,859643,1468,ガンプラ求めて新宿〜池袋〜秋葉原〜お台場に行こうと思って本川越駅まで来たら凄い雨雲😰行くのやめて自宅へUターン🚃https://t.co/JUtNEFDpke,2022-07-26_09:49:32,0.0,1.0,6.0,0,e60fb4e164191d47,4838600604,hideyan0812,1900.0,27431,西野カナさんがデビューした時に握手&直筆サインを頂きました。現在も大切に保管しています👩🏻‍🦰ラーメン🍜お酒🥃大好き✨激辛得意分野🔥芝◯◯大卒👨‍🎓ガンプラにハマっています🤖,翔んで埼玉 東松山市,埼玉 川越市,city,日本,139.377327,35.837625,139.558211,35.962246,5339,533963,533945,3
7477,7477,7477,407322,760,高萩、永井の移籍に伴い2019年のハイライト見てるけど、17節マリノスに4-2快勝32節湘南相手に森重の劇的弾33節浦和相手に前半10分までに決定機4回、ディエゴ、永井負傷、田川同点弾34節優勝決定戦のマリノス戦は4点差以上の勝利で優勝も完敗とドラマが詰まり過ぎてる。,2022-07-13_00:47:44,0.0,0.0,0.0,0,451617631d24d98c,425492890,salva2418,142.0,3505,Il treno passa per tutti. Ma bisogna avere la valigia pronta per prenderlo. FC東京,TOKYO/CHICHESTER,東京 目黒区,city,日本,139.661641,35.600599,139.717749,35.664149,5339,533935,533914,2
7629,7629,7629,22282,1177,福井コンプ後に大阪でそのまま一泊して5日は神戸、6日に東京帰る予定だけど、まだ迷い中です☺️,2022-07-01_15:51:44,0.0,2.0,0.0,0,dcc2630623880f96,631418695,jun_oki,583.0,6319,エロカツおじさん。(無)沖縄から東京に移住しました。 組合員なのでノンケの知り合いの方は見つけてもそっとしておいて下さい。 鍵付けてますが組合員の方は基本的にリクエスト🆗です。,東京 ,東京 練馬区,city,日本,139.562887,35.711731,139.681129,35.779999,5339,533944,533945,2
7729,7729,7729,951315,78,二日酔いの時は酒吞んで誤魔化せばオッケーです☺,2022-07-29_03:56:14,0.0,1.0,1.0,0,c53687ba4506d6ee,876678406225543168,0dMZITDLpFmkhfm,2388.0,65470,広く浅くをもっとーとしているので深い会話はついてけません😭,日本,埼玉 杉戸町,city,日本,139.696083,35.999543,139.806523,36.062344,5339,533975,533945,2
7756,7756,7756,821769,207,クラシコやってたのって、ラスベガスのレイダースの新スタジアムだったのね。新スタジアムに陸上競技場ばっかり建設する日本から見たら、うらやましい限り🐷https://t.co/MVSQLs5r5H,2022-07-25_07:58:33,0.0,0.0,0.0,0,07d9c9580e488001,1322821806005186560,kawanodi,231.0,5770,２年ぶりに twitter 復活。こちらは 100 ％ 趣味の話題を取り上げます。,,京成高砂駅 (Keisei Takasago Sta.) (KS10),poi,日本,139.86721929104664,35.750910954670054,139.86721929104664,35.750910954670054,5339,533956,533945,3
7869,7869,7869,775865,750,「クレムリンの殺し屋」プーチンに相応しい最期は近付いている…MI6などが分析ニューズウィーク日本版#Yahooニュースhttps://t.co/gOihRX5gfX,2022-07-23_22:55:58,0.0,0.0,0.0,0,ed61afd47a8bfd91,155180873,take4927z,491.0,15951,野球/サッカー/映画/音楽/旅行/グルメ/柏レイソル/中日ドラゴンズ,,神奈 川崎市 幸区,city,日本,139.655278997832,35.5156369989962,139.707627000028,35.5584629948291,5339,533925,533945,2
8024,8024,8024,387917,1027,そういえば、日本が原産の野菜ってほとんど無いらしいですね遠い昔に海外から入ってきた種を長い年月をかけて品種改良して今の味と形になったとか日本が原産のものというと山菜くらいしかないらしい山林の樹木は肥料がいらないのはこういうことかと山林に自生する小松菜とか見たことないでしょうwhttps://t.co/k1kgPEtAa4,2022-07-12_10:50:43,1.0,0.0,18.0,1,336251fac4207ae3,1229029957180874753,VegeRhythm,1575.0,1010,農家の直売 Vege Rhythm~ベジリズム~ 畑にDIYで小屋を作って2021年10月から自動販売機で野菜の販売をスタート🥦 江戸時代から続く農家 アパレル店長👖→農家👨‍🌾 【資格】野菜ソムリエ 2021.5 取得 【資格】ベランダ菜園士 2021.1 取得 趣味⏩お酒🍺ラン🏃🏻プランター栽培,千葉 船橋市,千葉 船橋市,city,日本,139.938893,35.663842,140.089631,35.799541,5339,533937,533943,2
8151,8151,8151,165082,1335,ですよねぇ。鉄道は「土地」がガッツリ絡んでくるから、ほんと政治です。ゆえにコロナ前の話ですけど東京在住の女子大生とかに、国内旅行より飛行機で韓国に行ったほうが安いし早いなんていわれてたんすよね^^;,2022-07-05_20:54:10,0.0,1.0,0.0,0,391c9198c36b053c,66341567,takashi_hatai,345.0,100364,週末は山梨にいます。ソフトウェア事業部 将棋部幹事。1%しかいないといわれてるデスクトップLinuxユーザーです。,横浜市,神奈 横浜市 泉区,city,日本,139.474664003434,35.3866109974911,139.531150999715,35.4477109977706,5339,533903,533945,2
8180,8180,8180,504292,865,1936年スコットランド乗馬とハンティングの新聞に掲載のライディングブーツの広告。アメリカのワークブーツとは一味違う、ドレスブーツのシルエットにキャップトウとダービーの組み合わせが今見てもカッコいい。バイク乗りでこういうブーツを履いている人はあまりみかけないな。https://t.co/96iksqgVpy,2022-07-15_21:55:32,1.0,0.0,10.0,0,65b41c11aca77bdb,1036686235698266112,a_s_artisan,411.0,4763,Luftgekuhlt/'83 R100CS/'88 Vespa125ES/クロモリロード/革靴/静寂と絶景/規定トルクでネジ山をなめる呪いを受けてます。,しもうさのくに,千葉 浦安市,city,日本,139.872407,35.616612,139.939631,35.672793,5339,533936,533945,2
8238,8238,8238,680913,1376,ちなみに、アグオカ聖地巡礼編の岡山旅行のシーンは地元だけにニヤニヤしながら見てました。でも鬼ノ城出てきた時にマジで！？ってなりましたwだいたいが美観地区・後楽園・鷲羽山ハイランドっ感じなので鬼ノ城は完全に不意打ちくらいました。昔、鬼ノ城行ったの思い出しながら読みました。,2022-07-21_02:08:30,0.0,0.0,0.0,0,9de423c47dbf207e,1250757811140624384,Kei_Tsuki33koi,16.0,391,百合作品系のつぶやき専用アカウントです。感想やらオススメ紹介とかします。 好きな百合作品→ささやくように恋を唄う･安達としまむら･やがて君になる･神絵師JKとOL腐女子･ロンリーガールに逆らえない,,東京 西東京市,city,日本,139.516762,35.710865,139.56948,35.76156,5339,533944,533945,2
8323,8323,8323,921957,199,指示待ち日本人が作る組織の個々の主体性の欠如による現場対応力や柔軟性の欠如は、日本社会全体が持つ病気だと思う。根本的な原因はルールで縛る前提で自己判断を尊重しない日本の学校教育にあると思う。#日本社会#ニューズウィーク日本版https://t.co/GNrCczyyf2,2022-07-28_06:58:23,0.0,0.0,1.0,0,dcc2630623880f96,294587284,hidephilax,542.0,27575,ラップを聴くのが好きな神社マニア♂ 時々空手の先生、時々自然保護活動。愚痴言う前に自分でやってみよう。 ◆豊島園古城の塔代表 @Toshimaen_kojo◆川と水辺PJ事務局 @enjoy_shakujii◆防具付空手News管理人 @JKF_RENBUKAI◆どこか、エコなフォークロア,東京都 練馬区,東京 練馬区,city,日本,139.562887,35.711731,139.681129,35.779999,5339,533944,533935,2
8418,8418,8418,533817,936,日光線に関してはJRですら東武と直通している現状で、宇都宮からのマイナー？なほうのやつを「JR日光線」ってすればいいのでは..?この西感,2022-07-16_18:56:08,0.0,1.0,3.0,0,594fa6c6bc5b5ba9,979608175807639552,toeisubway,1726.0,48849,都営(主に6号線と1号線)、東京メトロ(7、9号線多め)と広電、福原遥など,東京の城南と広島の中心部,東京 港区,city,日本,139.708754,35.622973,139.782004,35.682605,5339,533935,533946,2
8497,8497,8497,450503,286,ちょっと2度寝した木曜日。岩槻一件納品しながら上尾の熱処理屋さんへ引取りしながら出社します…あっ❗️おはようございます😃今週も折返しガンがるわ￣^￣ゞ,2022-07-14_07:58:09,0.0,2.0,47.0,0,3a31b3acd8aea1b8,1485101700,megaworksco,7929.0,12065,2007年に勤めてた会社が倒産！失業後、貯金0円で加工屋始めました。機械加工全般をやってます。困ったときに頼めるものづくり会社。設立15年紆余曲折色々ありましたがなんとかしぶとく生きてます。此のコロナ禍の中、後継者の居ない廃業検討の会社さんを承継しました。頑張ろう製造業！大丈夫か俺！？FM川口のラジオDJカルロスです。,埼玉県吉川市・伊奈町,埼玉 八潮市,city,日本,139.811558,35.790784,139.869426,35.858169,5339,533956,533974,2
8579,8579,8579,602166,585,ビッグクラブへのステップアップの可能性だけじゃなく、当面の給料も移籍を検討する上での重要な要素だと思うんだけど、スペインやドイツの2部リーグってJ1よりギャラ高いのかな？,2022-07-18_19:57:45,0.0,0.0,0.0,0,4c1c4868f96634ed,1084505109084524544,RHQgh8eY9OILvVC,94.0,6961,マリノス、カウボーイズ、競馬、ゴルフ、麻雀、フットサルが好きです。,東京 江東区,東京 江東区,city,日本,139.771307,35.582057,139.849007,35.708066,5339,533926,533945,2
8590,8590,8590,825002,579,#桜  #定点観測@#川崎市#川崎区#Cherrybrossom#fixedpointcheckhttps://t.co/TtWfGanbwE,2022-07-25_09:55:39,0.0,0.0,0.0,0,6d3998663bfdad9b,66857948,i0sl,126.0,37297,わたしは、”いい人”です。 ただし、前に”どうでも”が付きますが何か？,Japan,神奈 川崎市 川崎区,city,日本,139.692850002737,35.4686279977105,139.795386719108,35.541793000081,5339,533915,533925,2
8642,8642,8642,926958,1006,“伝統的な日本”を強調する人たちって富国強兵時代と戦後復興時代の日本を切り取って“日本の伝統”と思い込んでるみたいで見てて辛い。どんだけマゾやねん。,2022-07-28_09:52:05,3.0,0.0,13.0,0,7ee61f505fdfdf5c,1267073814183030784,kamotokousaku,2578.0,3132,中の人の個人垢ひばりこれくしょん(@hibari_staff)：男の娘グラビアグラビア学園(@GG_Manage)：女の子グラビアこすっちの友達(@coscchii)：コスプレAV(観る)ぷよぷよ/将棋/DQRTA/阪神タイガース/女装(やる)山登り/ラグビー/二丁目で飲む出身地：押部谷,お酒のあるところ,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533934,3
8704,8704,8704,928662,1360,今から海老名から新木場,2022-07-28_10:48:54,0.0,0.0,4.0,0,411f0aa7fce9a8fc,96308677,benchi666,1080.0,23938,Vespa100🛵水漏れGL500　足回り硬すぎうるさすぎXR250  年に数回しか乗らないZX10　不人気車エンジン不始動車多数増えたり減ったり　Cooperfish DeviceとDano Aceがお気に入りのです🏄,,神奈 海老名市,city,日本,139.368722,35.399985,139.436492,35.477447,5339,533902,533945,2
8731,8731,8731,20202,420,1番近いのはお茶の水なんですけど、狭いしオタク退去して押し寄せてそうで…人がいなそうな柏まで遠いけど来ましたw😅ロピアでも寄って帰ろおかなw,2022-07-01_14:56:48,0.0,1.0,0.0,0,07d9ecc8b0882000,96512540,chapanda0831,1341.0,630150,好奇心旺盛な多趣味雑食オタク。あやねる・坂本真綾さん・May’n部長・水樹奈々さん・福山芳樹さん等などのイベやライブに行ったり行かなかったり。大好き2次元:ジョジョ/マクロス/ポケモン/バンドリ!/ペルソナ/アルペジオ/リコリコ/ラブプラス：リンカレ/犬猫動物好き/競馬もやります。MAZDA🚗乗り30代SE,アキバ付近住み Japan/Canada,極楽湯 柏店,poi,日本,139.96688570404834,35.88121103759793,139.96688570404834,35.88121103759793,5339,533967,533945,2
8765,8765,8765,615353,1016,外国雨が降らず。山火事やかんばつで困っているのに、日本は線上降雨？堤防欠壊、北海道の刀魚の初水あげが、２６匹とは、一匹１万円か、どんな人が口にするんやろ。空梅雨で夏休みと思ってたら、今になって、毎日雨かお天道様も慌てて、雨を、降らなくても困るけど、,2022-07-19_04:26:00,0.0,0.0,0.0,0,4c1c4868f96634ed,565225551,dabohaze1209,1424.0,16736,海外旅行が大好き。昔軽飛行機の操縦をしていましたが今はペーパードライバーだょ。フォローしてください。,,東京 江東区,city,日本,139.771307,35.582057,139.849007,35.708066,5339,533926,533964,2
8924,8924,8924,903730,414,NBSごぶごぶ放送されました！武尊さんがセイロンインにてオリジナルカレーを自ら作って浜田さんにおもてなし✨視聴できなかった方、TverMBS動画イズムGYAOで一週間無料配信#武尊さん#武尊カレーhttps://t.co/i60ALCKpTt,2022-07-27_17:57:50,1.0,0.0,7.0,1,451617631d24d98c,1280054842824638464,ceyloninn1,95.0,182,since 1991☆老舗スリランカレストラン☆中目黒駅より徒歩3分☆リーズナブルな本格的スリランカ料理https://t.co/PbRQNNxUR7,東京 目黒区,東京 目黒区,city,日本,139.661641,35.600599,139.717749,35.664149,5339,533935,533945,2
9030,9030,9030,361362,36,本日熊本より、馬のレバ刺しと馬のハツ刺しと極上霜降り馬刺しが入荷しましたよー！ハツと霜降りは沢山ありますが、レバーは10人前です！お早めにどうぞ〜それでは本日もどうぞ宜しくお願い致します🙂#市川駅#かもめ庵#馬肉と和牛もつ鍋と本格焼酎のお店#熊本直送特選馬肉#chibalottehttps://t.co/2Y8DLWKhM8,2022-07-11_16:59:44,2.0,0.0,14.0,0,07d9f17e62c80001,905410988697985024,kamomean2013,1578.0,1145,市川駅徒歩2分。熊本直送特選馬刺しと和牛もつ鍋と本格焼酎が楽しめるお店。営業時間17時～24時。不定休。毎日17時～19時迄ドリンク全品100円引き。千葉ロッテ戦PVできます。,,かもめ庵,poi,日本,139.90906949608882,35.72796172557007,139.90906949608882,35.72796172557007,5339,533947,533937,2
9068,9068,9068,434074,935,今治にいたヴェルディユースの村井君は水戸にいたのか。しかしこの夏お京都へレンタル移籍,2022-07-13_19:55:54,0.0,0.0,0.0,0,1b0cfebe3424e14f,1344683022541438977,inagiverdy,291.0,6789,ヴェルディサポ2017年9月〜/27歳/社会人4年目になりました/友人連れていった現地観戦9戦無敗でしたが、山形戦でついに黒星/AGU卒/同級生の岡山 輪笠選手応援してます,東京ヴェルディのホームタウン愛の街稲城,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533945,3
9136,9136,9136,418417,559,さっき、中原街道を中山付近、走ってたら、マリノスのアウェイユニ着て、Amazonを配達してる人を発見して、テンション上がった✌️#fmarinos,2022-07-13_08:55:50,0.0,0.0,1.0,0,1ea0fd1a31366833,950967006248890369,yutaka_k_s_t,74.0,757,横浜F・マリノス好きで、2017年から年パスに入ってます。2018から、#9番推しです。2019#7 2020#7ユニです。家族でゴール裏観戦してます。,神奈川県相模原市,神奈 横浜市 都筑区,city,日本,139.543097000973,35.5079560026456,139.616102000592,35.5667530045683,5339,533924,533945,2
9148,9148,9148,103432,321,そいえばわたすつい5時間前まで長崎に居たんすよ〜🖤私にとっての天国✨でも恐らく明日⁈今日も天国✨こんなにも続く天国ありがと〜ございます😊#SUPERBEAVER#長崎県佐世保市https://t.co/10puNZBXEi,2022-07-04_01:50:38,0.0,0.0,4.0,0,e55409e2b3f74247,983239836315205632,megi_lovemusic,161.0,1310,SUPERBEAVER🦫♫ ONEOKROCK♫ ヨガ🧘‍♀ゴルフ🏌‍♀美味しい物😋お酒🍶 大好き❤🦫♫12/11有明🦫❤,千葉 ,千葉 松戸市,city,日本,139.879781,35.746405,140.001431,35.849795,5339,533947,533935,2
9173,9173,9173,270480,773,渋谷まで地下鉄で30分なんでそう言われればそうですね。。。近いうち予定合わせて渋谷とかで撮らせてもらいたいです👀,2022-07-08_23:53:49,0.0,1.0,0.0,0,1b0cfebe3424e14f,715757060458168321,llkn_770,1072.0,53297,21歳 Fujifilm X-T3 @120denier / @mer_calme25 @schro_official,推しが可愛いbot in da 東京,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533935,2
9251,9251,9251,1038381,579,数年ぶりに秋葉原来ました‼️今日は、海鮮居酒屋にて久しぶりの同僚との飲み会となりました🍻#海鮮居酒屋#ビール好きな人と繋がりたい場所:四十八漁場アトレ秋葉原2https://t.co/J5oUCXUsZS,2022-07-31_17:57:34,0.0,0.0,1.0,0,28b9063fdce43645,636100721,genjirou48,28.0,621,どーも(´▽｀)元気ですヽ(ﾟДﾟ)ﾉ,福岡 福岡市 中央区,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533946,2
9312,9312,9312,291918,1072,今回この大回りを実行したのは、JREの期間限定ポイントをグリーン券と引き替えに消費するためでした。湘南新宿ライン正確には東海道本線・品鶴線・山手貨物線・東北本線〜高崎線特別快速高崎行きに乗車！2時間かけて高崎駅の1つ手前、八高線分岐駅の倉賀野へゆったりグリーン車で移動！https://t.co/V2Fq49d9Lz,2022-07-09_14:55:16,1.0,1.0,0.0,0,0fc3a3fe15547002,1166368746715275264,ikkymonkey0804,2222.0,252737,鉄旅しています。最近は他の交通機関もよく乗ります。今までの記録→ #ホキ鉄 #ホキ鉄プチ紀行/ JR乗車率99.25%(JR北/東/海/西/四全線乗車済)、私鉄三セク乗車率79.69%(2022-10-29現在) / 緊急おでかけ事態宣言無期限発令中 / 自衛はするが自粛はしない / MMPP(2022-11-06),日本 東京,横浜駅 (Yokohama Sta.),poi,日本,139.62236555815844,35.465882845249894,139.62236555815844,35.465882845249894,5339,533914,533935,2
9318,9318,9318,835908,393,それそれーわんこそばたち花〒221-0065神奈川県横浜市神奈川区白楽５−１３045-431-9445https://t.co/koOngqz1mD,2022-07-25_17:57:37,0.0,1.0,2.0,0,0d8054846be7f7be,15227078,hotaniya,1382.0,95098,Freelance web developer / yokohama カレーとビールが主食。野球🐯とかキャンプとかポーカーが大好きです。大阪で生まれ大芸大を出ていろいろあった後にWEB屋さんとして独立しました。株を少々嗜みます。デイトレは下手すぎて無理でした。バリュー寄り中長期。,横浜市中区,神奈 横浜市 中区,city,日本,139.621822003118,35.3997339561372,139.69128299031,35.4537692971605,5339,533904,533914,2
9366,9366,9366,178903,895,ゆずデビュー25周年なんだな。、俺専門学校デビューだったから俺の青春のすべてだなぁ。桜木町では最後の手を振る事なかったけどたぶんアモーレと初めて手を繋いだのが桜木町だったような。,2022-07-06_06:53:12,0.0,0.0,17.0,0,1df8c91136c4c140,756361039986429952,mimo0718,1642.0,18983,アースフレンズ東京Z応援してます 蒲田 大田区,東京 大田区 蒲田,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533945,2
9467,9467,9467,22161,1041,長い一人旅の間に受けた、人々の温情から、トルコは個人的に最も好きな国の1つだ。さて、北欧2国のNATO加盟同意と引き換えに、トルコが得たものは本当は何か？今は興味津々だ。で、ウクライナ危機で、日本が欧米主導の「民主主義同盟」への協力から得られのは何か？トルコほど強かにやってるの？,2022-07-01_15:52:39,0.0,0.0,0.0,1,77173905596af4ab,1162681799727710208,ZOpZn5uS9NdkrHz,11.0,1402,怪しい者でも、大した者でも、ございません。只者でございます。,日本 東京,東京 文京区,city,日本,139.717275,35.699474,139.772477,35.735929,5339,533945,533935,5
9507,9507,9507,388948,653,ロシアのウクライナ侵略※も含めて緊張した世界情勢で、元総理銃殺に対する衝撃はかなり大きいかと※一方的な暴力に反対するメッセージや、日本の最高権力者の一人への弔問外交に異論は持ちませんが、安倍晋三・政治家の業績に対する検証やほの人物像/生き方への評価は、テロとは又別の問題ですhttps://t.co/PKmDq2Yhr6,2022-07-12_11:55:43,0.0,0.0,0.0,0,a35b6b4421e1a506,160952856,otohoso,582.0,27524,糞Liberal戦後進歩派知識人桐原ユリ佐藤まりあフィロのス早美嘉純エレ庭加納エミリ南向いずみ宮野弦士M/D菊地成孔Rollins大友良英CarterナベサダHaden藍沢羽衣JSBach伊勢丹デパ地下Museum広島Carp将棋TBSラジオ政局論壇自転車吹奏楽Ikoma胎動綾真智|教育者MC編集者DJ愚か者&莫迦なの,米軍JSDF海兵隊直下型基地周辺→23区TokyoJAPAN,東京 中野区,city,日本,139.624224,35.676575,139.694277,35.735556,5339,533944,533945,3
9514,9514,9514,943338,789,萬子の3-7を抜きドラで使うお店はあるので需要はあると思います！5は北海道で北海道三麻をする際に抜きドラで使ってました！！,2022-07-28_21:56:05,0.0,0.0,0.0,0,4fc060f8061bb535,1467366290302337028,sasakishinjin,1990.0,2066,「麻雀用具のささき」の準公式アカウントです。職場の日常•出来事などtweetします！麻雀卓の購入、開店などDMで対応し詳細確認が必要なればお電話にて確認します。メルカリ→ https://t.co/tkBHA5dQyX 新人はどんな人？→@jyankiryu,埼玉県川口市青木5-16-19,埼玉 川口市,city,日本,139.675224,35.780198,139.788259,35.887263,5339,533955,533945,2
9607,9607,9607,108222,1105,中央に掲げられた旭日日章旗は朝日新聞社の朝日を表しているものと好意的に解釈できるが、両隣の中国と韓国の国旗を掲げる意味が分からない？何故日本の国旗「日の丸」を掲げないのか。やはり朝日新聞は偏向したマスコミだ。,2022-07-04_04:24:40,0.0,0.0,0.0,0,1b0cfebe3424e14f,1513438300081557509,kanamori_mitsuo,66.0,1448,,,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533945,3
