,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location,city_name,object,country,UserPlase_longitude,UserPlase_latitude,UserPlase_sub_longitude,UserPlase_sub_latitude,code,estimate_code,Geo_Flag_multi,bun
551,17858,17858,827,日本テレビ新人・林田美学アナ「初鳴き」でブリンッ！衝撃の「和太鼓ヒップ」がスゴすぎた (2022年7月25日) - Excite Bit コネタ https://t.co/ZZK0XNPj7N #静岡県 #静岡県東部 #裾野市,2022-07-26_02:25:06,0.0,0.0,0.0,0,eadd33d6151ae14c,212622887,Shizu_East_News,20849.0,306587,静岡県東部エリアの主要ニュースを配信します。,,静岡 裾野市,city,日本,138.749636,35.14843,139.001657,35.33182,5238,5238,2,['静岡県静岡県']
554,17933,17933,658,到着 (@ 伊豆急下田駅 - @izukyu_group in 下田市 静岡県) https://t.co/TTrudFnrQz https://t.co/XW4Pb1yzLi,2022-07-14_11:56:07,0.0,0.0,0.0,0,18fca8b54bf27065,3266835332,ykr_yui107,1234.0,94907,田村ゆかり(Mellow Pretty/王国民)/水樹奈々(S.C. NANA NET)/小倉唯/水瀬いのり/志崎樺音/愛美/リリカルなのは/シンフォギア/バンドリ→Poppin’Party(花園たえ)・Roselia(白金燐子)/D4DJ→ Happy Around!(渡月麗)/アニメ/鉄道/ライブ/旅行/和が家,小倉唯と同じ群馬県出身/虹ヶ咲学園のある江東区在住,静岡 下田市,city,日本,138.846031,34.629201,138.991839,34.774056,5138,5138,2,['伊豆下田市 静岡県']
555,17935,17935,62,I'm at 欅平駅 - @torokkodensya in 黒部市 富山県 https://t.co/9spQ8pPFKx,2022-07-06_14:59:28,0.0,0.0,0.0,0,542110d3c05282b8,358145890,MMaxmorio,745.0,20870,見た目は後期ですが中身は前期のFC乗ってます足の車として車中泊仕様のスクラムバン乗ってます,前前前期のFC3S,富山 黒部市,city,日本,137.409492,36.622564,137.761925,36.919391,5437,5437,2,['黒部市富山県']
556,18021,18021,638,西九条、東十条。 (@ 西九条駅 in 大阪市 大阪府) https://t.co/TIawpfz6cM,2022-07-22_19:57:09,0.0,0.0,0.0,0,1fe367b63a6d6a01,909184064,Nekomimi,2724.0,88987,わたしはいつもやりたい事 最・優・先💕,Moon IslandTokyo Japan,大阪 大阪市 此花区,city,日本,135.373214995874,34.64201699706,135.476860002775,34.6978470003816,5135,5135,3,['東十条大阪市大阪府']
557,18025,18025,817,大好きなジェラート♡#conpanna さんテイクアウト♪ミルクと黒蜜きな粉♡そしてほぼ全て息子に食べられる…コンパンナさん好きな方〜？？オススメフレーバー教えて下さい♪#conpanna #すみたに #すみたに兄弟 #和歌山ジェラート #ジェラート専門店 #和歌山市 #和歌山市カフェ #カフェ巡り https://t.co/FBpWBLep55,2022-07-17_14:56:29,3.0,5.0,47.0,0,914c5c2e6ca2f579,206786378,sumitani_otouto,3437.0,5668,和歌山市出身兄弟お笑いコンビ。2011年故郷和歌山を拠点とし、和歌山放送ラジオ「すみたにの全開水曜日」テレビ和歌山レギュラー出演、TBS「モニタリング」、毎日新聞連載や和歌山県でのイベントMCを数多く担当。また、和歌山の方なら誰でもお馴染み「紀三井寺はやし」のCMに2018年から起用されている。和歌山市観光発信人。,和歌山県和歌山市,和歌 和歌山市,city,日本,134.999076,34.150195,135.315383,34.315784,5134,5134,2,['和歌山市和歌山市']
560,18125,18125,381,伊豆をベースに活動している社会人サッカーチーム「SS伊豆」が全国大会に出場する。チーム設立時よりスポンサーとして応援してきたので本当に嬉しい。伊豆の名を全国へ！地域活性化のスタイルって色々あるんだなぁ、と思う。このあと三島市長へ報告を兼ねた表敬訪問です。,2022-07-19_12:57:51,4.0,0.0,16.0,0,6ddad3b3c1a902ca,1542308228872404993,oratche_,234.0,152,酪農140年の歴史を誇る丹那で地域資源を活用した農業と観光事業に取り組んでいます。 https://t.co/qGQHtEXV4f  函南町農泊推進協議会会長 函南町観光協会会長 道の駅伊豆ゲートウェイ函南出荷者協議会会長,静岡県田方郡函南町丹那349-1,静岡 三島市,city,日本,138.90422,35.075474,139.013991,35.189871,5238,5238,2,['伊豆伊豆']
561,18149,18149,739,@55yamaura 長野市の事を想って言って頂き誠にありがとうございます😊大事なメッセージを長野市のホームページや市長のSNSや報道やいろんな所を探してるんですが、無いんです💦その上でこちらのエッセーですので、、、何とも、、😮‍💨,2022-07-25_11:55:13,0.0,0.0,1.0,0,e0467eda7e2fe939,77027329,Dynamitemandom,3967.0,48099,【新夜食堂エニシング】毎晩21時オープン朝6時まで！※現在コロナ禍対応で朝4時まで※長野市真夜中の自慢のとん汁屋のマスター/NAGANO検定一級保持ーの地元「長野」研究家/国産音楽選曲家/喋りや文筆、企画などいろいろやります！,長野市北石堂町/新田町/若槻団地/安茂里,長野 長野市,city,日本,137.909523,36.46083,138.319022,36.835755,5437,5437,2,['長野市長野市']
562,18174,18174,387,日本の不動産相当割安らしい。都心だけでなく赤倉、よく出てくるニセコ。軽井沢も対岸の火事ではないような… https://t.co/4KucQqYxDt,2022-07-26_20:58:14,1.0,3.0,15.0,0,5552c90a5411d6b2,109016204,bellscabin,1561.0,6428,中軽井沢にあるゲストハウス(ホステル)。一人旅🎒応援してます。お一人様ページ➡➡https://t.co/437qWkU5xA🔻『全国旅行支援』⇒https://t.co/dUnoSgGnJY🔻神奈川出身・在軽32年 NHL観戦歴26年。 ☎0267-45-1963,軽井沢町長倉2348-12 町役場から350m,長野 軽井沢町,city,日本,138.507534,36.278172,138.657159,36.424256,5438,5438,4,['日本赤倉ニセコ軽井沢']
563,18229,18229,662,7/16(土)今日の三毛猫さん🐈🍛🐱 #江別  #野幌 エリア 🐱🍛⏰14時くらい→18時30分🌎BOOK NET ONEさん前江別市東野幌本町７−５https://t.co/toHFIIZoeZ🐱今日はこのイラストを描いて下さったぶくねさんで同人イベントやってますよー https://t.co/KsEsqvsvjC,2022-07-16_08:56:18,4.0,0.0,23.0,2,0763f763bf6f3b83,1338524616327741453,MikeCatCurry,1816.0,10997,神出鬼没！北海道岩見沢市を拠点に札幌市、近郊都市でパキスタン式無水カレーの移動販売をしております。(ΦωΦ)つ I出店、お店情報はリンクから確認できます。 屋内イベント対応可。出店依頼、募集はDMにてお問い合わせ下さい。,北海道　岩見沢市,北海道 岩見沢市,city,日本,141.610409,43.075415,142.043687,43.338101,6441,6441,2,['野幌江別市']
564,18258,18258,491,おはようございます😀 美瑛　くつろぎの宿結び家です🏡雨の朝を迎えた美瑛町☔ 気温は、17.8℃。美瑛駅前の景色と共に🚉📸素敵な1日になりますように😊 #北海道 #美瑛町 #美瑛 #くつろぎの宿結び家 #朝五時 #おはようございます #早起き https://t.co/pefAvIyboN,2022-07-23_04:49:02,2.0,0.0,11.0,0,853810a23b29aebc,254574426,abeken1125,266.0,3585,【くつろぎの宿　結び家】北海道上川郡美瑛町で妻と小さな宿を経営しています。シングルルーム2部屋、ツインルーム1部屋、和室1部屋の小さな宿です。宿の日常を日々更新しますので、是非ご覧下さい😀,北海道 美瑛町,北海道 美瑛町,city,日本,142.319661,43.417526,142.911944,43.669152,6542,6542,3,['美瑛美瑛町北海道']
566,18322,18322,1458,信濃町きたエモ！これで東京都区内の尺束も全駅いけたかも https://t.co/13YLERRkfy,2022-07-02_21:53:56,1.0,0.0,5.0,0,07d9e3ada7c80002,916629000885198849,emongatenshi,635.0,19494,エモンガは天使。「ひろげよう、エモ推しの輪」#エモンガ同好会 会員 かわいいエモンガたんがとっても大好きエモ！仲良くして欲しいエモ♪ エモンガ愛とエモ旅を発信しますエモ… エモンガイラストは見つけ次第RTエモ よろしくお願いします🥺 アイコンはもなか @hc_pkmn さんから！ 鉄垢→@emoden587_9122,エモンガたんの森,信濃町駅 (Shinanomachi Sta.),poi,日本,139.71988018602133,35.680160061370984,139.71988018602133,35.680160061370984,5339,5339,2,['信濃町東京']
567,18344,18344,1192,久米島(沖縄県) 04:00の気温湿度 28.9℃ 92%RH (0.02333kg/kg(DA) 130%~23℃) 南南西の風4.9m/s,2022-07-18_04:21:21,0.0,0.0,0.0,0,dbbd1067b8dad56f,509569469,amds_kumejimaOk,162.0,103025,久米島の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Kumejima JAPAN,沖縄 久米島町,city,日本,126.707865,26.290674,126.842874,26.39149,3926,3926,2,['久米島沖縄県']
568,18373,18373,833,市制施行８０周年へ記念事業 富士宮市 概要、ロゴマーク発表｜あなたの静岡新聞 - あなたの静岡新聞 https://t.co/0DkE7q1E5k #静岡県 #静岡県東部 #富士宮市 https://t.co/eqtqK8eIiS,2022-07-01_00:48:33,1.0,0.0,1.0,0,1b77da9af550bde3,212622887,Shizu_East_News,20849.0,306573,静岡県東部エリアの主要ニュースを配信します。,,静岡 富士宮市,city,日本,138.512153,35.151565,138.742127,35.445595,5238,5238,3,['静岡県静岡県富士宮市']
569,18404,18404,317,I'm at Bar 藤 in 福岡市 福岡県 https://t.co/JUr4zX0897,2022-07-03_23:57:25,0.0,0.0,2.0,0,f62cf04248a8314b,396564547,stupid_hetare,1068.0,291569,躁鬱だけど任せとけ👼☔️😈🌙💙 h/i:@myb_is_GOD,福岡,福岡 福岡市 中央区,city,日本,130.35862799508,33.5497949958124,130.417270994346,33.6096650033246,5030,5030,2,['福岡市福岡県']
571,18476,18476,1072,京都(京都府) 03:00の気温湿度 27.7℃ 73%RH (0.01710kg/kg(DA)  97%~23℃) 東北東の風2.2m/s,2022-07-30_03:21:26,0.0,0.0,0.0,0,cc99d6846bc9c60f,482601329,amds_kyotoKyoto,110.0,103865,京都の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Kyoto JAPAN,京都 京都市 中京区,city,日本,135.730512998185,34.9934200020406,135.779804998275,35.018685003438,5235,5235,2,['京都京都府']
573,18531,18531,148,富士市に移住した女性たちがインターネットの技術学ぶ｜NHK 静岡県のニュース - https://t.co/f8lYtZlTwN https://t.co/PtccpfMySN #静岡県 #静岡県東部 #富士市 https://t.co/QEw5yxEn3Q,2022-07-01_11:59:06,0.0,0.0,0.0,0,7d93637162dd8434,212622887,Shizu_East_News,20849.0,306573,静岡県東部エリアの主要ニュースを配信します。,,静岡 富士市,city,日本,138.557505,35.115342,138.811869,35.359319,5238,5238,3,['富士市静岡県静岡県']
575,18537,18537,671,能代松陽、秋田南が決勝進出　夏の高校野球秋田大会｜秋田魁新報電子版 https://t.co/MeZvYJEEZQ #秋田県 #秋田好きと繋がりたい  #akita #秋田 #高校野球,2022-07-20_07:55:48,0.0,0.0,0.0,0,22e40341c5f32f77,861527948452446209,akitadon_info,741.0,25401,#秋田 専用のマストドンを運営していたのですが過疎化が進み撤退、Twitterのアカウントだけ残して秋田の情報を発信していきます。相互フォローはしません。 #akita  / TwitterやBlog等で掲載させて頂ける方や取材等はDMで連絡をお願いします,秋田 秋田市,秋田 秋田市,city,日本,140.031282,39.448819,140.515363,39.865189,5940,5940,3,['秋田秋田県秋田']
576,18606,18606,52,雨なので店の中で売ってます。宜しくお願いします。#いわて #岩手 #岩手県 #もりおか #盛岡 #盛岡市 #居酒屋 #いざかや #おすすめ #旬彩十六月 #十六月 #jurokugatsu #jurokugtu #16gatu #16gatsu  #マルシェ 場所: Nagai Morioka-shi https://t.co/PvpSM2fKZ3,2022-07-16_14:59:42,0.0,0.0,0.0,0,d8fe1ca13fadd53a,1127019916211642370,jurokugatu,415.0,288,2019年7月7日盛岡市永井に🍻🍶 居酒屋『旬彩 十六月』🏮 オープンしました。 営業時間🐟🥓🍺17:00〜(22:30L.O)23:00閉店 月曜定休日 他2〜4日ほど店休あり インスタ→16gatsu,日本 岩手県盛岡市永井24-25-6 1階,岩手 盛岡市,city,日本,140.995197,39.563736,141.527445,39.930188,5940,5940,3,['岩手県盛岡盛岡市']
577,18616,18616,1106,なにやらオサレになっているー！ (@ 御菓子処 ことう in 南魚沼市 新潟県) https://t.co/8UcDUaDAdB https://t.co/d5unnbiIS3,2022-07-16_13:54:26,0.0,0.0,0.0,0,b1a2a74b7e18dd25,95323738,TakahiroKommy,822.0,25380,東京⇔湯沢で二拠点生活。MBAを取得した元コブイントラ。都内会計事務所勤務。2歳と5歳の娘と戯れる日々。 すっかりファミリースキーヤー。ガジェットとコーヒーとビールも好き。 https://t.co/oEk9D8smc5,東京都大田区、新潟県湯沢町,新潟 南魚沼市,city,日本,138.76452,36.88702,139.097909,37.208823,5538,5538,2,['南魚沼市新潟県']
580,18726,18726,776,chouchou本庄では随時ご見学、ご新規ご利用受け付けております。お気軽にお問い合わせください😁🌟🌟☎080-4795-5316#児童発達支援事業所chouchou　#本庄市#発達障害　#発達障害児　#発達障害児ママ　#療育　#自閉症スペクトラム#グレーゾーン#発達障害グレー　#障害児　#障害児ママ,2022-07-21_07:55:16,1.0,0.0,12.0,0,3f9c6772f99dd073,1417090536129798145,chouchouhonjo,682.0,356,障がい児のための ”こども療育園”未就学児の障がいのある子供たちへ療育を提供☆発達障害／グレーゾーン／成長の遅れ／発語の遅れ／落ち着きがない ...etc個性や才能の開花のためにしっかりとした芽を育てます！お問い合わせはお気軽に♪ ◎児童・スタッフ募集中◎インスタやってます😸💜,埼玉県　本庄市,埼玉 本庄市,city,日本,139.056803,36.119107,139.2477,36.274809,5439,5439,2,['本庄本庄市']
581,18766,18766,506,【静岡・新型コロナ】静岡市で新規感染171人 県全体で596人 前週月曜の3倍以上 - FNNプライムオンライン https://t.co/tLqxVEQRVG #静岡県 #静岡県東部 #西伊豆町 https://t.co/o6PyINMRsy,2022-07-13_12:57:04,0.0,0.0,0.0,0,7dfa678142fa5198,212622887,Shizu_East_News,20849.0,306584,静岡県東部エリアの主要ニュースを配信します。,,静岡 西伊豆町,city,日本,138.75117,34.762975,138.892895,34.88303,5238,5238,2,['静岡県静岡県']
583,18788,18788,433,さよなら福岡！また来ます！#ばっしょー7周年 #りゅうやは福岡遠征3 https://t.co/QH0OP28pSV,2022-07-04_18:57:55,0.0,0.0,1.0,0,0fc2ea8faf146000,3060945638,r000922oct,634.0,85620,閲覧ありがとう。千葉県木更津市出身・柏市で1人暮・社会人4年目 推しは佐々木彩夏・真山りか・希山愛・蒼井りるあ・愛来・内藤るな・三田美吹・清井咲希・橘花怜・小泉遥香／巨人・鉄道・ラジオ／吉田尚記コミュ研 #会話の教科書 ／参戦歴はhttps://t.co/fkLI0AAfMC 最近は柚姫の部屋フェス・地方創生仙台福岡・とき宣幕張,千葉県 柏市 木更津市 スタプラ現場,福岡空港 (Fukuoka Airport) (FUK),poi,日本,130.44971823692322,33.59415179461578,130.44971823692322,33.59415179461578,5030,5030,2,['福岡福岡']
584,18803,18803,214,エアコンの点検 (@ ジェームス171茨木店 in 茨木市 大阪府) https://t.co/1nsMn8iznq,2022-07-03_15:59:01,0.0,0.0,0.0,0,aec26fe18e0ac4f2,2928540704,kamonasu21c,615.0,72817,インポに乗るインプ。学位：学士（教育学）博士(タイツ) ❨ツイプロ:https://t.co/OMVdLVKM9S❩,ヒョーゴスラビア連邦 セッツィア共和国 アマ,大阪 茨木市,city,日本,135.495818,34.775167,135.606372,34.928956,5235,5235,2,['茨木市大阪府']
585,18827,18827,1474,ここをキャンプ地とするッッ (@ 幸田旅館 in 館山市北条1837 千葉県) https://t.co/fd6IqUp3g7 https://t.co/rY71cu9CAS,2022-07-16_15:52:40,0.0,2.0,11.0,0,11c8aa6f17c58be9,174459554,hugeso,465.0,87552,デジものガジェット大好き。可愛いものも大好き。ぱんだが好き。緑色が目に優くて好き。 体の半分は小麦粉。 日本酒と言ったら、八海山だろがー( ^ ^ )/🍶 ランエボⅦ乗り 📷はNikonD610 #Ingress Enl #はいふり ココちゃん🐳 #ガルパン チョビ 推し,横浜の南端かチーバ君の舌辺り,千葉 館山市,city,日本,139.753095,34.910632,139.942385,35.056463,5239,5239,2,['館山市北条千葉県']
586,18854,18854,165,日曜日の女子バスケ（福山市社会人女子バスケ1ststep）｜福山 バスケ 社会人女子1ststep（福山・尾道・松永）#バスケ #広島県 #サークルブック #福山 #尾道 #女バス #松永町 https://t.co/74adteAh5W,2022-07-02_14:59:19,1.0,0.0,5.0,1,658025f3b87efc97,2634328027,1ststepgirls,191.0,110,広島県の福山市〜尾道市で活動している女子バスケ社会人サークル✌クラブチームも活動😆☆経験不問バスケを通じて友達作ろう!　　　社会人や大学、専門、高校、小中学生もok!★㈰松永の大成館中、㈮福山の鷹取中、㈫尾道の日比崎、㈪神辺の神辺西中🏀男子は【福山市バスケしよう!】へ詳しくはホームページにて😆,広島 福山市,広島 福山市,city,日本,133.210533,34.332373,133.456436,34.712255,5133,5133,3,['福山市尾道広島県']
587,18884,18884,933,おはたかほー♪ (@ JR 弁天町駅 in 大阪市 大阪府) https://t.co/m0zn44xKaG,2022-07-02_04:37:22,0.0,0.0,0.0,0,0c73b7318c91672a,83810350,hachikazuki,2802.0,731679,大阪ベイエリア在住。南海ホークス・阪神タイガース・日本&大阪維新の会・ガンバ大阪・セレッソ大阪・京都サンガF.C.・ヴィッセル神戸・プロレス・ガオラー,大阪市港区,大阪 大阪市 港区,city,日本,135.425247005315,34.6442449983067,135.476368002584,34.6760899950092,5135,5135,2,['大阪市大阪府']
588,18971,18971,132,土石流教訓「風化させない」 熱海市消防長、伊豆で講演｜あなたの静岡新聞 - あなたの静岡新聞 https://t.co/BVxsDvXUGf #静岡県 #静岡県東部 #熱海市 https://t.co/JGLHZgupBW,2022-07-01_11:59:11,0.0,0.0,0.0,0,131001a42a13b797,212622887,Shizu_East_News,20849.0,306573,静岡県東部エリアの主要ニュースを配信します。,,静岡 熱海市,city,日本,139.028115,35.024711,139.17662,35.150677,5239,5239,4,['伊豆静岡県静岡県熱海市']
589,18985,18985,142,大竹。いよいよ広島県ともお別れ。大門〜大竹が150km近いので広島県もまあ広いわ。,2022-07-29_15:59:04,0.0,0.0,0.0,0,39557541e00b5e78,58671965,cb416_9216,317.0,82394,Cb/オケ/ピアノ/鉄道/船/バイク/車/道路/スキー/気象/建築(構造)/落語/数学/usw,だいたい横浜市内,広島 大竹市,city,日本,132.124034,34.184438,132.320302,34.331969,5132,5132,2,['広島県広島県']
590,19010,19010,1426,大阪(大阪府) 04:00の気温湿度 25.2℃ 88%RH (0.01781kg/kg(DA) 100%~23℃) 北北東の風0.9m/s,2022-07-16_04:21:42,0.0,0.0,0.0,0,4d1f7bf488219a63,473617828,amds_osakaOsaka,128.0,104132,大阪の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Osaka JAPAN,大阪 大阪市 中央区,city,日本,135.500088000121,34.6607630025342,135.539366997093,34.692490004886,5135,5135,2,['大阪大阪府']
591,19030,19030,616,I'm at ファミリーマート 葛城竹内店 in 葛城市 奈良県 https://t.co/AOMD2kSVbQ https://t.co/qAHUKRtN5x,2022-07-09_19:57:34,0.0,0.0,1.0,0,6aba51d44424d5c9,1007173132669542400,Ligul_VTRider,1348.0,50000,VTR1000Fとkdx125、S15乗り。ディオとVTR乗ってた @LigulNightBAGU ←くるまとか垢腰破壊2回😇😇 　　　　コミュ障の癖に構ってちゃん。注意してますがわりとタメェゴォが出ます   　渋谷p    　　【rt非表示推奨】ヘッダー @翔てゃん,京都付近をだらだら,奈良 葛城市,city,日本,135.666145,34.464181,135.750513,34.541504,5135,5135,2,['葛城市奈良県']
592,19038,19038,722,おはようございます🌥今日も暑くなりそうですね☀️おもしろい形の野菜たち、どんな環境で育ったんだろう😅本日も宜しくお願い致します🍀倉敷市児島の不動産情報は→https://t.co/6pBunME5Fq ＃倉敷市賃貸　＃児島売買　＃不動産 https://t.co/t7NgUY3697,2022-07-15_09:54:05,0.0,0.0,9.0,0,ddcf2f3b0a89a1da,398509589,comendoomori,1017.0,1235,倉敷市児島の不動産会社です。地元児島エリアを中心に賃貸 、売買の物件ご紹介をします。お気軽にお問い合わせください。電話、メールお待ちしています。,児島,岡山 倉敷市,city,日本,133.602449,34.417377,133.882182,34.669521,5133,5133,2,['倉敷市児島倉敷市']
594,19069,19069,518,I'm at 瀬戸田サンセットビーチ in 尾道市 広島県 https://t.co/1nxw1DatfK,2022-07-29_16:56:52,0.0,0.0,0.0,0,51ed8cc2a648d8af,2157250093,ukey_4,84.0,19923,花京の人。昔は陽炎とか結城だった何か。,,広島 尾道市,city,日本,133.051172,34.255968,133.296953,34.572788,5133,5133,2,['瀬戸田サンセットビーチ尾道市 広島県']
596,19089,19089,591,I'm at セブンイレブン 郡山堤1丁目店 - @711sej in 郡山市 福島県 https://t.co/xoyOfowg4p,2022-07-30_21:57:30,0.0,0.0,0.0,0,a40bb560e0f21f2f,1194296435740565509,favo_gj2fp,49.0,4241,車🚗とバイク🛵と魚釣り🐟 彼女います ҉*\( * ॑˘ ॑* ),,福島 郡山市,city,日本,140.03598,37.266067,140.564434,37.625822,5540,5540,3,['郡山堤郡山市 福島県']
597,19090,19090,439,I'm at 八郎潟駅 in 八郎潟町 秋田県 秋田県 https://t.co/8N5F7uFlbi,2022-07-04_09:56:39,0.0,0.0,1.0,0,217738261739a1c1,1267206703109439489,243_akita,203.0,10909,AOPASS & Akica💳旅行🎒タクシー🚕路線バス🚌鉄道🚃mobi🚐音楽鑑賞🎵撮影会📷おけせかんど💖,青森⇔秋田⇔関東,秋田 八郎潟町,city,日本,140.047388,39.932669,140.120934,39.986616,5940,5940,2,['八郎潟町秋田県 秋田県']
604,19471,19471,722,おはようございます！2022年7月20日 水曜日福岡市西区は現在25.1℃アポロ11号が月面に着陸1969(昭和44)年7月20日アメリカの有人宇宙船アポロ11号が月面着陸に成功し、人類が初めて月面に降りました(日本時間では21日早朝)みなさま佳き一日を🍀#イマソラ#イマネコ#NoWar#黒猫同盟 https://t.co/YcB8BIOUXy,2022-07-20_05:50:17,2.0,0.0,62.0,0,28d9f7c5865651ca,998819548022243328,yu7444,1342.0,7611,空海雲風月花草木虫鳥猫魚糸綿生きもの飛行機不思議なこと読書万葉集 エレカシ 知りたいことがたくさん 好奇心の塊 いつも情報をありがとうございます！出会った虫さんの写真は、ゆ64 @3EFVVTyajyAPQZd に😀,福岡 福岡市 西区,福岡 福岡市 西区,city,日本,130.206054997747,33.5020989954836,130.342498997879,33.6946900030853,5030,5030,3,['福岡市西区アメリカ日本']
605,19488,19488,407,I'm at 秋月電子通商 in 千代田区 東京都 https://t.co/gRepIIIhOO,2022-07-26_11:57:31,0.0,0.0,0.0,0,28b9063fdce43645,1022961980842291201,god_heven,264.0,15563,FPSゲーマー配信者、Apexメイン ホライゾン専，音ゲ10.20引退、うんって感じです、星川リスナー、うしゃ民、絵描きハコネクト推し,Twitch,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,5339,2,['千代田区東京都']
607,19517,19517,1037,(☝︎ ˙-˙ )☝︎ふぅーお疲れ様です✨伊勢崎市2ヶ所積み完了✨ガスチャージ(╭☞•́ω•̀)╭☞からのシャワーヽ(*･ω･)-ｏ🚿(∩'-'🧼⊂)ｺﾞｼｺﾞｼｻｯﾊﾟﾘ～(๑˃̵ᴗ˂̵)و ﾖｼ!奥州市～北上市～最終花巻市の➖向けさて、帰りますよ┗(^o^ )┓三･*･:≡(　ε:) https://t.co/yH1Ne3F7TF,2022-07-21_16:52:20,0.0,0.0,15.0,0,0a6452aaff56f000,1474693918256410624,masa703703,197.0,1222,東北から関東‐中京‐関西をメインに走ってる10tｗトラックドライバーです。愛車はファイブスター☆ギガです😊無言フォローお許しください🚚,,エネクスフリート 上武国道店,poi,日本,139.22178505878313,36.34703192153947,139.22178505878313,36.34703192153947,5439,5439,4,['伊勢崎市奥州市北上市花巻市']
609,19545,19545,1218,八戸(青森県) 04:00の気温湿度 18.1℃ 100%RH (0.01301kg/kg(DA)  74%~23℃) 北北西の風1.9m/s,2022-07-06_04:20:38,0.0,0.0,0.0,0,a04c44225233e8b7,505843154,amds_hachinoheA,394.0,103665,八戸の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Hachinohe JAPAN,青森 八戸市,city,日本,141.354477,40.347213,141.646553,40.606141,6041,6041,2,['八戸青森県']
613,19667,19667,1470,I'm at 当麻寺駅 in 葛城市 奈良県 https://t.co/eMp7epb32H,2022-07-05_07:51:15,0.0,0.0,0.0,0,6aba51d44424d5c9,165508286,hiro3s217,493.0,392958,裕と申します。本名です。フォロー時URLのプロフカード必読。礼儀のない方には返事致しません。運転は日々精進、ルール厳守でドライブ最高！昔有名人でした。日常生活はマイナス8時間のズレ。心身の持病多数。二次は雑食腐で同担歓迎、三次は偏食夢で同担かなり拒否。同人→余裕で20歳以上,枚方市→交野市→名張市→和泉市→葛城市,奈良 葛城市,city,日本,135.666145,34.464181,135.750513,34.541504,5135,5135,2,['葛城市奈良県']
615,19776,19776,187,新型コロナ 東京都で新たに１万２６９６人の感染確認 - FNNプライムオンライン https://t.co/P0XPJudiMR #静岡県 #静岡県東部 #富士宮市 https://t.co/X6oMzV3zwJ,2022-07-18_16:59:07,0.0,0.0,0.0,0,1b77da9af550bde3,212622887,Shizu_East_News,20849.0,306585,静岡県東部エリアの主要ニュースを配信します。,,静岡 富士宮市,city,日本,138.512153,35.151565,138.742127,35.445595,5238,5238,3,['東京都静岡県富士宮市']
617,19813,19813,1187,🌤本日の麺活No2   7/21(木)🍜ラーメン二郎 千葉店　13:40🍜小つけ麺/麺カタカタ-ニンニク少し-脂-ネギ朝は、仕事で墨田区にいて昼前には、稲毛方に来た次手に✨千葉二へ訪問✨3/26日以来の訪問で店内へ入り赤塚サンに🙇‍♂️ご挨拶をしてつけ麺でしょうと一言言われて麺カタカタで食べて来ました😆 https://t.co/Wa1lFOmjjO,2022-07-21_14:51:16,73.0,5.0,378.0,0,119a474fb996a005,940210604526071808,Ub1Qh,2737.0,66722,,,ラーメン二郎 千葉店,poi,日本,140.123602,35.61052,140.123602,35.61052,5340,5340,2,['墨田区稲毛']
618,19897,19897,96,毎日飲んでます🥛#腸内環境#カルピス#腸活#睡眠#富山出張リラクゼーション#富山出張マッサージ#スーパーホテル富山#スーパーホテル高岡#カイロプラクティック#タイ古式#手相鑑定士#やちむんぼおる https://t.co/lkOJqdfiPl,2022-07-03_22:59:29,0.0,0.0,8.0,0,c005c6ef5d97c9da,831121279973351424,aromasaron_an,978.0,2225,#富山 全域 #出張マッサージ価格、技術、接客『安心』『安全』『安定』アロマサロン安 #手相が当たるセラピスト #やちむんぼおる#射水#高岡#日本女性資格セラピスト#男女OK#タイ古式#オイルリンパ#もみストレッチ#カイロ#ヘッドhttps://t.co/Y3g5yknASh,日本 富山,日本 富山,admin,日本,136.768491,36.274437,137.762888,36.979834,5436,5436,2,['富山富山']
619,19954,19954,489,I'm at 王の洞窟 岐南本店 - @ounodoukutsu in 岐南町 岐阜県 w/ @_m_u_g_e_n https://t.co/CWPxbYWUVs,2022-07-01_18:58:00,0.0,0.0,0.0,0,2310ffb60d6a7968,781064998202122240,SENA__JZX100,487.0,56781,19歳の人間と24歳の車と23歳の車のアカウント。,岐阜,岐阜 岐南町,city,日本,136.763082,35.369999,136.819574,35.40012,5336,5336,2,['岐阜県 w/ @_m_uCWPxbYWUVs']
621,20096,20096,1189,下関(山口県) 04:00の気温湿度 25.6℃ 95%RH (0.01975kg/kg(DA) 111%~23℃) 西の風3.6m/s,2022-07-06_04:21:06,0.0,0.0,0.0,0,1e3c41162a8500a2,505924173,amds_shimonosek,83.0,103133,下関の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Shimonoseki JAPAN,山口 下関市,city,日本,130.774893,33.911121,131.172123,34.373845,5030,5030,2,['下関山口県']
